STATE,STATE_LOWER,COUNTY,COUNTY_STATE,METRO_FLAG,POULATION,VIOLENT_CRIME,CRIMES_PER_THOUSAND,MURDER_NON_NEGLIGENT_MANSLAUGHTER,RAPE_REVISED_DEFINITION,RAPE_LEGACTY_DEFINITION,ROBBERY,AGGRAVATED_ASSAULT,PROPERTY_CRIME,BURGLARY,LARCENY_THEFT,MOTOR_VEHICLE_THEFT,ARSON
Georgia,georgia,Chattahoochee,Chattahoochee County Georgia,Metropolitan Counties,"11,368",1,0.088,0,,0,1,0,3,0,2,1,1
Michigan,michigan,Iron,Iron County Michigan,Nonmetropolitan Counties,"11,348",6,0.5287,0,3,,0,3,14,6,8,0,0
Washington,washington,Skamania,Skamania County Washington,Metropolitan Counties,"11,339",9,0.7937,0,4,,0,5,138,34,89,15,1
Nebraska,nebraska,Box Butte,Box Butte County Nebraska,Nonmetropolitan Counties,"11,337",1,0.0882,0,,1,0,0,2,0,2,0,0
Montana,montana,Sanders,Sanders County Montana,Nonmetropolitan Counties,"11,336",24,2.1171,0,4,,0,20,71,17,49,5,2
Idaho,idaho,Boundary,Boundary County Idaho,Nonmetropolitan Counties,"11,318",7,0.6185,2,3,,0,2,88,49,34,5,0
Idaho,idaho,Owyhee,Owyhee County Idaho,Metropolitan Counties,"11,310",23,2.0336,0,3,,1,19,89,30,43,16,1
Louisiana,louisiana,West Carroll,West Carroll Parish Louisiana,Nonmetropolitan Counties,"11,293",46,4.0733,0,2,,0,44,214,85,112,17,0
New Mexico,new mexico,Sierra,Sierra County New Mexico,Nonmetropolitan Counties,"11,282",14,1.2409,0,,2,1,11,94,39,52,3,
Oregon,oregon,Morrow7,Morrow County Oregon,Nonmetropolitan Counties,"11,190",16,1.4298,0,5,,0,11,244,66,140,38,6
Iowa,iowa,Louisa,Louisa County Iowa,Nonmetropolitan Counties,"11,185",12,1.0729,1,5,,0,6,39,15,20,4,1
Oklahoma,oklahoma,Pushmataha,Pushmataha County Oklahoma,Nonmetropolitan Counties,"11,183",6,0.5365,0,2,,0,4,56,35,13,8,2
Georgia,georgia,Towns,Towns County Georgia,Nonmetropolitan Counties,"11,182",28,2.504,0,,0,1,27,130,41,76,13,0
Texas,texas,Rains,Rains County Texas,Nonmetropolitan Counties,"11,161",11,0.9856,0,5,,0,6,94,29,55,10,0
Virginia,virginia,Essex,Essex County Virginia,Nonmetropolitan Counties,"11,130",9,0.8086,1,0,,1,7,73,33,38,2,0
North Dakota,north dakota,Barnes,Barnes County North Dakota,Nonmetropolitan Counties,"11,099",1,0.0901,0,1,,0,0,31,9,16,6,0
Arkansas,arkansas,Bradley,Bradley County Arkansas,Nonmetropolitan Counties,"11,094",7,0.631,0,0,,0,7,39,19,17,3,0
Alabama,alabama,Wilcox,Wilcox County Alabama,Nonmetropolitan Counties,"11,059",38,3.4361,0,1,,4,33,98,36,50,12,
Minnesota,minnesota,Pope,Pope County Minnesota,Nonmetropolitan Counties,"11,041",2,0.1811,0,1,,0,1,68,10,51,7,1
Arkansas,arkansas,Chicot,Chicot County Arkansas,Nonmetropolitan Counties,"11,027",4,0.3627,0,1,,0,3,73,26,47,0,1
Kentucky,kentucky,Green,Green County Kentucky,Nonmetropolitan Counties,"11,010",1,0.0908,0,0,,0,1,6,3,2,1,0
Texas,texas,Blanco,Blanco County Texas,Nonmetropolitan Counties,"11,004",3,0.2726,0,0,,0,3,61,22,30,9,7
Oklahoma,oklahoma,Johnston,Johnston County Oklahoma,Nonmetropolitan Counties,"10,980",21,1.9126,0,2,,0,19,69,30,27,12,0
Texas,texas,Dimmit,Dimmit County Texas,Nonmetropolitan Counties,"10,980",10,0.9107,0,0,,1,9,273,55,204,14,1
Virginia,virginia,Lancaster,Lancaster County Virginia,Nonmetropolitan Counties,"10,965",15,1.368,0,6,,1,8,128,40,80,8,1
Missouri,missouri,Oregon,Oregon County Missouri,Nonmetropolitan Counties,"10,953",11,1.0043,0,0,,2,9,42,20,17,5,0
Minnesota,minnesota,Watonwan,Watonwan County Minnesota,Nonmetropolitan Counties,"10,952",2,0.1826,0,1,,0,1,47,16,27,4,0
Illinois,illinois,Cumberland,Cumberland County Illinois,Nonmetropolitan Counties,"10,898",1,0.0918,0,0,,0,1,21,9,10,2,0
North Dakota,north dakota,Walsh,Walsh County North Dakota,Nonmetropolitan Counties,"10,897",6,0.5506,0,1,,0,5,69,11,50,8,1
Michigan,michigan,Mackinac,Mackinac County Michigan,Nonmetropolitan Counties,"10,890",9,0.8264,0,4,,0,5,58,17,38,3,0
North Carolina,north carolina,Alleghany,Alleghany County North Carolina,Nonmetropolitan Counties,"10,837",6,0.5537,0,,4,0,2,102,51,48,3,0
Nebraska,nebraska,Red Willow,Red Willow County Nebraska,Nonmetropolitan Counties,"10,829",2,0.1847,0,,0,0,2,29,5,19,5,0
Arkansas,arkansas,Pike,Pike County Arkansas,Nonmetropolitan Counties,"10,824",17,1.5706,0,7,,0,10,77,37,36,4,0
Nebraska,nebraska,Custer,Custer County Nebraska,Nonmetropolitan Counties,"10,806",2,0.1851,0,1,,0,1,55,20,29,6,0
Georgia,georgia,Evans,Evans County Georgia,Nonmetropolitan Counties,"10,787",5,0.4635,0,,0,3,2,31,17,10,4,0
Texas,texas,Ochiltree,Ochiltree County Texas,Nonmetropolitan Counties,"10,747",11,1.0235,0,3,,0,8,50,15,31,4,1
Kentucky,kentucky,Owen,Owen County Kentucky,Nonmetropolitan Counties,"10,730",1,0.0932,0,0,,1,0,25,15,9,1,0
Alabama,alabama,Coosa,Coosa County Alabama,Nonmetropolitan Counties,"10,724",21,1.9582,1,0,,4,16,156,58,88,10,
Kentucky,kentucky,Leslie,Leslie County Kentucky,Nonmetropolitan Counties,"10,711",0,0,0,0,,0,0,0,0,0,0,0
North Carolina,north carolina,Clay,Clay County North Carolina,Nonmetropolitan Counties,"10,703",19,1.7752,0,,3,0,16,318,166,135,17,5
Kentucky,kentucky,Carroll,Carroll County Kentucky,Nonmetropolitan Counties,"10,699",1,0.0935,0,0,,0,1,24,12,11,1,3
Alabama,alabama,Bullock,Bullock County Alabama,Nonmetropolitan Counties,"10,696",21,1.9634,0,0,,8,13,52,34,17,1,
Iowa,iowa,Guthrie,Guthrie County Iowa,Metropolitan Counties,"10,676",4,0.3747,0,0,,0,4,70,24,41,5,0
Kentucky,kentucky,Monroe,Monroe County Kentucky,Nonmetropolitan Counties,"10,667",0,0,0,0,,0,0,0,0,0,0,0
Texas,texas,Franklin,Franklin County Texas,Nonmetropolitan Counties,"10,651",13,1.2205,3,3,,1,6,117,40,67,10,0
Minnesota,minnesota,Lake,Lake County Minnesota,Nonmetropolitan Counties,"10,631",2,0.1881,0,1,,0,1,13,3,9,1,0
Virginia,virginia,Middlesex,Middlesex County Virginia,Nonmetropolitan Counties,"10,606",8,0.7543,0,3,,0,5,137,18,109,10,7
Utah,utah,Juab,Juab County Utah,Metropolitan Counties,"10,594",3,0.2832,0,,1,0,2,67,13,48,6,0
Georgia,georgia,Early,Early County Georgia,Nonmetropolitan Counties,"10,575",14,1.3239,2,,1,0,11,82,27,50,5,0
Louisiana,louisiana,St. Helena,St. Helena Parish Louisiana,Metropolitan Counties,"10,567",36,3.4068,1,3,,0,32,144,41,88,15,1
Idaho,idaho,Teton,Teton County Idaho,Nonmetropolitan Counties,"10,564",8,0.7573,0,1,,0,7,73,46,27,0,0
Texas,texas,Runnels,Runnels County Texas,Nonmetropolitan Counties,"10,551",0,0,0,0,,0,0,24,0,23,1,0
Oklahoma,oklahoma,Nowata,Nowata County Oklahoma,Nonmetropolitan Counties,"10,539",2,0.1898,0,0,,0,2,35,10,25,0,1
Arkansas,arkansas,Scott,Scott County Arkansas,Nonmetropolitan Counties,"10,513",12,1.1414,0,2,,0,10,97,36,58,3,5
Indiana,indiana,Crawford,Crawford County Indiana,Nonmetropolitan Counties,"10,483",22,2.0986,0,,1,0,21,120,103,0,17,
Oklahoma,oklahoma,Latimer,Latimer County Oklahoma,Nonmetropolitan Counties,"10,483",19,1.8125,0,1,,0,18,82,37,36,9,1
Alabama,alabama,Lowndes,Lowndes County Alabama,Metropolitan Counties,"10,458",44,4.2073,0,10,,11,23,187,56,109,22,
Montana,montana,Carbon,Carbon County Montana,Metropolitan Counties,"10,408",16,1.5373,0,2,,0,14,62,18,33,11,1
Utah,utah,Emery,Emery County Utah,Nonmetropolitan Counties,"10,370",14,1.35,0,2,,1,11,104,16,81,7,0
Texas,texas,Sabine,Sabine County Texas,Nonmetropolitan Counties,"10,368",29,2.7971,0,3,,0,26,123,61,52,10,0
Texas,texas,Clay,Clay County Texas,Metropolitan Counties,"10,360",16,1.5444,0,3,,0,13,136,40,76,20,0
Michigan,michigan,Alcona,Alcona County Michigan,Nonmetropolitan Counties,"10,349",13,1.2562,0,8,,0,5,125,59,62,4,0
Mississippi,mississippi,Tunica,Tunica County Mississippi,Metropolitan Counties,"10,343",36,3.4806,1,,1,11,23,428,68,327,33,2
North Dakota,north dakota,Mountrail,Mountrail County North Dakota,Nonmetropolitan Counties,"10,331",9,0.8712,1,1,,0,7,109,12,76,21,1
Washington,washington,Lincoln,Lincoln County Washington,Nonmetropolitan Counties,"10,321",6,0.5813,0,2,,2,2,146,35,103,8,1
Nebraska,nebraska,Holt,Holt County Nebraska,Nonmetropolitan Counties,"10,313",4,0.3879,0,,0,1,3,7,3,3,1,1
Georgia,georgia,Lanier,Lanier County Georgia,Metropolitan Counties,"10,312",34,3.2971,0,,2,5,27,140,36,98,6,
South Dakota,south dakota,Roberts,Roberts County South Dakota,Nonmetropolitan Counties,"10,311",6,0.5819,0,0,,0,6,9,1,5,3,0
North Carolina,north carolina,Camden,Camden County North Carolina,Nonmetropolitan Counties,"10,309",7,0.679,0,,3,1,3,69,30,39,0,0
South Dakota,south dakota,Butte,Butte County South Dakota,Nonmetropolitan Counties,"10,283",5,0.4862,0,1,,0,4,70,12,52,6,0
Kansas,kansas,Nemaha,Nemaha County Kansas,Nonmetropolitan Counties,"10,227",9,0.88,0,0,,0,9,59,27,28,4,2
Missouri,missouri,Lewis,Lewis County Missouri,Nonmetropolitan Counties,"10,207",5,0.4899,0,1,,0,4,31,5,24,2,0
Missouri,missouri,Ralls,Ralls County Missouri,Nonmetropolitan Counties,"10,196",6,0.5885,0,2,,1,3,90,31,56,3,0
Arkansas,arkansas,Perry,Perry County Arkansas,Metropolitan Counties,"10,189",29,2.8462,0,5,,0,24,186,43,138,5,0
Kentucky,kentucky,Clinton,Clinton County Kentucky,Nonmetropolitan Counties,"10,174",4,0.3932,0,0,,0,4,16,1,14,1,0
Nebraska,nebraska,Cheyenne,Cheyenne County Nebraska,Nonmetropolitan Counties,"10,167",7,0.6885,0,0,,0,7,42,31,8,3,1
Iowa,iowa,Keokuk,Keokuk County Iowa,Nonmetropolitan Counties,"10,163",9,0.8856,0,2,,0,7,33,12,15,6,0
Texas,texas,Marion,Marion County Texas,Nonmetropolitan Counties,"10,160",44,4.3307,0,0,,2,42,162,76,79,7,1
Louisiana,louisiana,Catahoula,Catahoula Parish Louisiana,Nonmetropolitan Counties,"10,147",60,5.9131,0,4,,9,47,120,48,70,2,0
Missouri,missouri,Howard,Howard County Missouri,Nonmetropolitan Counties,"10,139",13,1.2822,0,5,,1,7,68,19,42,7,0
Missouri,missouri,Iron,Iron County Missouri,Nonmetropolitan Counties,"10,125",22,2.1728,0,5,,0,17,94,28,53,13,0
Idaho,idaho,Valley,Valley County Idaho,Nonmetropolitan Counties,"10,103",16,1.5837,0,6,,0,10,60,17,41,2,1
Missouri,missouri,Grundy,Grundy County Missouri,Nonmetropolitan Counties,"10,097",6,0.5942,0,1,,0,5,37,23,12,2,0
Minnesota,minnesota,Jackson,Jackson County Minnesota,Nonmetropolitan Counties,"10,079",3,0.2976,0,0,,0,3,70,18,46,6,0
Iowa,iowa,Sac,Sac County Iowa,Nonmetropolitan Counties,"10,021",2,0.1996,0,0,,0,2,36,11,24,1,1
Louisiana,louisiana,Caldwell,Caldwell Parish Louisiana,Nonmetropolitan Counties,"9,993",22,2.2015,1,0,,1,20,240,81,149,10,1
Idaho,idaho,Washington,Washington County Idaho,Nonmetropolitan Counties,"9,984",8,0.8013,0,3,,0,5,42,9,32,1,0
Kansas,kansas,Rice,Rice County Kansas,Nonmetropolitan Counties,"9,977",6,0.6014,0,2,,0,4,46,21,21,4,0
Mississippi,mississippi,Kemper,Kemper County Mississippi,Nonmetropolitan Counties,"9,969",19,1.9059,0,,0,4,15,75,42,32,1,0
Kansas,kansas,Marshall,Marshall County Kansas,Nonmetropolitan Counties,"9,936",4,0.4026,0,0,,0,4,31,3,26,2,0
Kentucky,kentucky,Metcalfe,Metcalfe County Kentucky,Nonmetropolitan Counties,"9,909",3,0.3028,1,0,,0,2,54,24,25,5,0
Wyoming,wyoming,Sublette,Sublette County Wyoming,Nonmetropolitan Counties,"9,899",9,0.9092,0,0,,0,9,111,16,91,4,0
Minnesota,minnesota,Yellow Medicine,Yellow Medicine County Minnesota,Nonmetropolitan Counties,"9,875",6,0.6076,0,1,,0,5,53,13,35,5,0
Oklahoma,oklahoma,Love,Love County Oklahoma,Nonmetropolitan Counties,"9,870",12,1.2158,0,1,,0,11,22,5,15,2,0
Georgia,georgia,Wilkes,Wilkes County Georgia,Nonmetropolitan Counties,"9,867",26,2.635,1,,3,0,22,16,5,10,1,
Oklahoma,oklahoma,Blaine,Blaine County Oklahoma,Nonmetropolitan Counties,"9,833",3,0.3051,1,0,,1,1,29,8,20,1,0
Iowa,iowa,Calhoun,Calhoun County Iowa,Nonmetropolitan Counties,"9,818",7,0.713,1,0,,1,5,83,26,55,2,0
Nevada,nevada,White Pine,White Pine County Nevada,Nonmetropolitan Counties,"9,811",27,2.752,0,6,,0,21,82,34,45,3,1
Minnesota,minnesota,Stevens,Stevens County Minnesota,Nonmetropolitan Counties,"9,796",2,0.2042,0,0,,0,2,36,19,16,1,0
Kansas,kansas,Brown,Brown County Kansas,Nonmetropolitan Counties,"9,776",6,0.6137,0,1,,0,5,32,8,19,5,3
Iowa,iowa,Emmet,Emmet County Iowa,Nonmetropolitan Counties,"9,769",11,1.126,1,0,,0,10,21,5,14,2,0
Texas,texas,Parmer,Parmer County Texas,Nonmetropolitan Counties,"9,749",0,0,0,0,,0,0,30,9,15,6,0
North Dakota,north dakota,McLean,McLean County North Dakota,Nonmetropolitan Counties,"9,744",17,1.7447,0,6,,1,10,134,33,91,10,1
Virginia,virginia,Cumberland,Cumberland County Virginia,Nonmetropolitan Counties,"9,719",10,1.0289,0,3,,1,6,27,5,17,5,0
South Carolina,south carolina,McCormick,McCormick County South Carolina,Nonmetropolitan Counties,"9,706",21,2.1636,0,5,,1,15,128,75,42,11,1
Kansas,kansas,Pratt,Pratt County Kansas,Nonmetropolitan Counties,"9,691",7,0.7223,0,3,,0,4,93,40,48,5,1
Georgia,georgia,Johnson,Johnson County Georgia,Nonmetropolitan Counties,"9,656",14,1.4499,0,,0,0,14,75,23,48,4,
Arkansas,arkansas,Lee,Lee County Arkansas,Nonmetropolitan Counties,"9,650",6,0.6218,0,0,,0,6,91,17,67,7,0
Montana,montana,Dawson,Dawson County Montana,Nonmetropolitan Counties,"9,625",22,2.2857,0,7,,0,15,81,23,53,5,0
Minnesota,minnesota,Rock,Rock County Minnesota,Nonmetropolitan Counties,"9,600",74,7.7083,0,0,,0,74,65,7,52,6,0
Iowa,iowa,Humboldt,Humboldt County Iowa,Nonmetropolitan Counties,"9,555",3,0.314,0,0,,0,3,44,9,31,4,0
Utah,utah,Grand,Grand County Utah,Nonmetropolitan Counties,"9,516",7,0.7356,0,,5,0,2,48,19,25,4,2
Kentucky,kentucky,McLean,McLean County Kentucky,Metropolitan Counties,"9,512",5,0.5257,0,0,,0,5,48,23,20,5,0
Montana,montana,Stillwater,Stillwater County Montana,Nonmetropolitan Counties,"9,486",24,2.53,0,3,,0,21,58,18,39,1,1
Missouri,missouri,St. Clair,St. Clair County Missouri,Nonmetropolitan Counties,"9,440",13,1.3771,0,0,,0,13,161,58,90,13,1
Texas,texas,Stephens,Stephens County Texas,Nonmetropolitan Counties,"9,440",6,0.6356,0,1,,0,5,60,17,40,3,0
Minnesota,minnesota,Marshall,Marshall County Minnesota,Nonmetropolitan Counties,"9,423",1,0.1061,1,0,,0,0,0,0,0,0,0
Iowa,iowa,Howard,Howard County Iowa,Nonmetropolitan Counties,"9,410",6,0.6376,0,3,,0,3,50,22,27,1,0
Missouri,missouri,Ozark,Ozark County Missouri,Nonmetropolitan Counties,"9,409",19,2.0193,0,1,,0,18,96,44,47,5,3
Montana,montana,Rosebud,Rosebud County Montana,Nonmetropolitan Counties,"9,398",6,0.6384,0,1,,0,5,47,10,30,7,1
Michigan,michigan,Alger,Alger County Michigan,Nonmetropolitan Counties,"9,383",1,0.1066,0,1,,0,0,6,2,3,1,0
South Dakota,south dakota,Charles Mix,Charles Mix County South Dakota,Nonmetropolitan Counties,"9,383",17,1.8118,5,2,,1,9,30,6,19,5,3
Nebraska,nebraska,Wayne,Wayne County Nebraska,Nonmetropolitan Counties,"9,367",2,0.2135,0,0,,0,2,18,5,9,4,0
Minnesota,minnesota,Swift,Swift County Minnesota,Nonmetropolitan Counties,"9,340",1,0.1071,0,0,,0,1,20,12,5,3,0
Kentucky,kentucky,Livingston,Livingston County Kentucky,Nonmetropolitan Counties,"9,316",5,0.5367,0,1,,2,2,57,24,24,9,0
Oklahoma,oklahoma,Woods,Woods County Oklahoma,Nonmetropolitan Counties,"9,304",4,0.4299,0,1,,0,3,27,5,20,2,0
Colorado,colorado,Clear Creek,Clear Creek County Colorado,Metropolitan Counties,"9,303",19,2.0424,0,0,,0,19,84,21,50,13,2
Montana,montana,Beaverhead,Beaverhead County Montana,Nonmetropolitan Counties,"9,300",8,0.8602,0,1,,1,6,19,4,13,2,0
Nebraska,nebraska,Phelps,Phelps County Nebraska,Nonmetropolitan Counties,"9,296",5,0.5379,0,0,,0,5,28,12,13,3,0
Minnesota,minnesota,Pipestone,Pipestone County Minnesota,Nonmetropolitan Counties,"9,271",2,0.2157,0,0,,0,2,114,22,91,1,0
Iowa,iowa,Clarke,Clarke County Iowa,Nonmetropolitan Counties,"9,259",6,0.648,0,0,,0,6,62,14,38,10,3
Michigan,michigan,Montmorency,Montmorency County Michigan,Nonmetropolitan Counties,"9,259",5,0.54,0,2,,0,3,21,2,15,4,0
Georgia,georgia,Irwin,Irwin County Georgia,Nonmetropolitan Counties,"9,245",13,1.4062,0,,2,2,9,103,31,63,9,1
Kansas,kansas,Cloud,Cloud County Kansas,Nonmetropolitan Counties,"9,219",8,0.8678,0,2,,0,6,89,64,22,3,1
Missouri,missouri,Hickory,Hickory County Missouri,Nonmetropolitan Counties,"9,201",2,0.2174,0,0,,0,2,110,47,57,6,0
Nebraska,nebraska,Hamilton,Hamilton County Nebraska,Metropolitan Counties,"9,190",10,1.0881,0,6,,0,4,33,12,18,3,0
Kentucky,kentucky,Crittenden,Crittenden County Kentucky,Nonmetropolitan Counties,"9,183",0,0,0,0,,0,0,22,10,12,0,0
Georgia,georgia,Wilkinson,Wilkinson County Georgia,Nonmetropolitan Counties,"9,155",13,1.42,0,,2,2,9,52,24,22,6,0
Mississippi,mississippi,Claiborne,Claiborne County Mississippi,Nonmetropolitan Counties,"9,150",28,3.0601,4,,1,3,20,99,62,27,10,0
Texas,texas,Brewster,Brewster County Texas,Nonmetropolitan Counties,"9,145",5,0.5467,0,1,,0,4,34,18,14,2,0
Oklahoma,oklahoma,Kiowa,Kiowa County Oklahoma,Nonmetropolitan Counties,"9,144",3,0.3281,0,1,,0,2,28,6,21,1,1
Montana,montana,Deer Lodge,Deer Lodge County Montana,Nonmetropolitan Counties,"9,139",42,4.5957,4,3,,0,35,226,52,150,24,0
Iowa,iowa,Palo Alto,Palo Alto County Iowa,Nonmetropolitan Counties,"9,133",14,1.5329,0,2,,0,12,61,29,29,3,2
Nebraska,nebraska,Cuming,Cuming County Nebraska,Nonmetropolitan Counties,"9,125",2,0.2192,0,,0,0,2,18,6,11,1,1
Georgia,georgia,Terrell,Terrell County Georgia,Metropolitan Counties,"9,113",32,3.5115,1,,0,9,22,101,28,63,10,
Texas,texas,Mitchell,Mitchell County Texas,Nonmetropolitan Counties,"9,067",1,0.1103,0,0,,0,1,20,6,12,2,0
Wisconsin,wisconsin,Forest,Forest County Wisconsin,Nonmetropolitan Counties,"9,057",26,2.8707,0,,5,2,19,90,26,57,7,2
Nebraska,nebraska,Dawes,Dawes County Nebraska,Nonmetropolitan Counties,"9,055",1,0.1104,0,,0,0,1,9,1,7,1,0
Idaho,idaho,Benewah,Benewah County Idaho,Nonmetropolitan Counties,"9,052",16,1.7676,0,0,,0,16,61,29,32,0,0
Iowa,iowa,Greene,Greene County Iowa,Nonmetropolitan Counties,"9,027",2,0.2216,0,0,,0,2,0,0,0,0,0
Missouri,missouri,Caldwell,Caldwell County Missouri,Metropolitan Counties,"9,014",19,2.1078,0,3,,3,13,89,33,51,5,0
Missouri,missouri,Carroll,Carroll County Missouri,Nonmetropolitan Counties,"8,992",4,0.4448,0,1,,0,3,46,16,25,5,0
Arkansas,arkansas,Montgomery,Montgomery County Arkansas,Nonmetropolitan Counties,"8,970",12,1.3378,0,1,,0,11,96,29,56,11,1
California,california,Modoc4,Modoc County California,Nonmetropolitan Counties,"8,965",34,3.7925,0,1,,0,33,54,18,36,0,0
Missouri,missouri,Maries,Maries County Missouri,Nonmetropolitan Counties,"8,963",10,1.1157,0,1,,0,9,37,10,18,9,1
Virginia,virginia,Richmond,Richmond County Virginia,Nonmetropolitan Counties,"8,908",6,0.6736,0,2,,1,3,40,11,25,4,0
Texas,texas,Jack,Jack County Texas,Nonmetropolitan Counties,"8,878",8,0.9011,1,0,,1,6,57,17,32,8,0
Virginia,virginia,Mathews,Mathews County Virginia,Metropolitan Counties,"8,862",5,0.5642,0,3,,1,1,74,22,49,3,0
Kansas,kansas,Wilson,Wilson County Kansas,Nonmetropolitan Counties,"8,856",11,1.2421,2,3,,1,5,68,34,32,2,0
North Dakota,north dakota,Mercer,Mercer County North Dakota,Nonmetropolitan Counties,"8,853",4,0.4518,0,2,,0,2,28,2,24,2,0
Wyoming,wyoming,Platte,Platte County Wyoming,Nonmetropolitan Counties,"8,812",0,0,0,0,,0,0,21,10,9,2,0
Minnesota,minnesota,Clearwater,Clearwater County Minnesota,Nonmetropolitan Counties,"8,803",25,2.8399,0,7,,0,18,89,35,45,9,0
Kentucky,kentucky,Trimble,Trimble County Kentucky,Metropolitan Counties,"8,769",0,0,0,0,,0,0,6,3,3,0,0
Georgia,georgia,Marion,Marion County Georgia,Metropolitan Counties,"8,761",9,1.0273,0,,0,0,9,14,3,8,3,0
Texas,texas,Somervell,Somervell County Texas,Metropolitan Counties,"8,739",15,1.7164,1,0,,1,13,76,40,30,6,0
Texas,texas,Archer,Archer County Texas,Metropolitan Counties,"8,715",7,0.8032,0,0,,0,7,55,11,37,7,0
Kentucky,kentucky,Hancock,Hancock County Kentucky,Metropolitan Counties,"8,692",0,0,0,0,,0,0,16,10,3,3,0
Iowa,iowa,Lucas,Lucas County Iowa,Nonmetropolitan Counties,"8,682",3,0.3455,0,0,,0,3,77,39,30,8,0
Florida,florida,Lafayette,Lafayette County Florida,Nonmetropolitan Counties,"8,663",22,2.5395,0,2,,0,20,58,24,32,2,0
Georgia,georgia,Seminole,Seminole County Georgia,Nonmetropolitan Counties,"8,647",14,1.6191,1,,0,0,13,60,28,32,0,
Kentucky,kentucky,Gallatin,Gallatin County Kentucky,Metropolitan Counties,"8,636",4,0.4632,0,0,,1,3,43,10,24,9,1
Missouri,missouri,Harrison,Harrison County Missouri,Nonmetropolitan Counties,"8,615",5,0.5804,0,0,,0,5,30,14,12,4,1
Louisiana,louisiana,Red River,Red River Parish Louisiana,Nonmetropolitan Counties,"8,593",27,3.1421,0,1,,0,26,174,43,120,11,0
Wyoming,wyoming,Johnson,Johnson County Wyoming,Nonmetropolitan Counties,"8,585",3,0.3494,0,0,,0,3,30,7,17,6,0
Missouri,missouri,Monroe,Monroe County Missouri,Nonmetropolitan Counties,"8,583",3,0.3495,0,0,,0,3,51,27,21,3,0
Michigan,michigan,Baraga,Baraga County Michigan,Nonmetropolitan Counties,"8,575",1,0.1166,0,1,,0,0,29,8,19,2,1
Nebraska,nebraska,Cedar,Cedar County Nebraska,Nonmetropolitan Counties,"8,564",0,0,0,,0,0,0,11,0,10,1,0
Arkansas,arkansas,Nevada,Nevada County Arkansas,Nonmetropolitan Counties,"8,558",11,1.2853,0,1,,1,9,60,38,18,4,0
Georgia,georgia,Hancock,Hancock County Georgia,Nonmetropolitan Counties,"8,551",13,1.5203,0,,0,1,12,95,26,60,9,
Texas,texas,Yoakum,Yoakum County Texas,Nonmetropolitan Counties,"8,546",1,0.117,0,1,,0,0,45,10,34,1,0
Nebraska,nebraska,Knox,Knox County Nebraska,Nonmetropolitan Counties,"8,543",3,0.3512,0,,0,1,2,33,7,20,6,0
Idaho,idaho,Clearwater,Clearwater County Idaho,Nonmetropolitan Counties,"8,496",15,1.7655,0,0,,0,15,95,17,73,5,0
Alabama,alabama,Greene,Greene County Alabama,Nonmetropolitan Counties,"8,479",32,3.774,0,2,,10,20,91,37,47,7,
New Mexico,new mexico,Quay,Quay County New Mexico,Nonmetropolitan Counties,"8,455",7,0.8279,0,,0,0,7,28,15,10,3,1
South Dakota,south dakota,Custer,Custer County South Dakota,Metropolitan Counties,"8,446",4,0.4736,0,0,,0,4,61,9,48,4,1
Minnesota,minnesota,Murray,Murray County Minnesota,Nonmetropolitan Counties,"8,413",1,0.1189,0,1,,0,0,38,16,22,0,0
Kansas,kansas,Coffey,Coffey County Kansas,Nonmetropolitan Counties,"8,384",3,0.3578,0,1,,0,2,18,4,12,2,0
Kansas,kansas,Clay,Clay County Kansas,Nonmetropolitan Counties,"8,347",2,0.2396,0,1,,0,1,18,7,11,0,0
Texas,texas,McCulloch,McCulloch County Texas,Nonmetropolitan Counties,"8,341",0,0,0,0,,0,0,7,3,4,0,1
Georgia,georgia,Taylor,Taylor County Georgia,Nonmetropolitan Counties,"8,330",7,0.8403,0,,1,1,5,82,32,43,7,0
Wyoming,wyoming,Washakie,Washakie County Wyoming,Nonmetropolitan Counties,"8,328",0,0,0,0,,0,0,3,0,2,1,0
Kentucky,kentucky,Bracken,Bracken County Kentucky,Metropolitan Counties,"8,321",2,0.2404,0,0,,1,1,54,19,23,12,0
Arkansas,arkansas,Cleveland,Cleveland County Arkansas,Metropolitan Counties,"8,311",13,1.5642,0,3,,0,10,54,16,33,5,0
Kentucky,kentucky,Lyon,Lyon County Kentucky,Nonmetropolitan Counties,"8,306",2,0.2408,0,0,,0,2,31,15,13,3,0
Mississippi,mississippi,Choctaw,Choctaw County Mississippi,Nonmetropolitan Counties,"8,299",9,1.0845,0,,1,1,7,64,23,38,3,0
Missouri,missouri,Shannon,Shannon County Missouri,Nonmetropolitan Counties,"8,258",10,1.2109,0,2,,1,7,55,10,42,3,0
Missouri,missouri,Daviess,Daviess County Missouri,Nonmetropolitan Counties,"8,253",4,0.4847,0,1,,0,3,52,26,21,5,0
Michigan,michigan,Oscoda,Oscoda County Michigan,Nonmetropolitan Counties,"8,251",18,2.1816,0,7,,0,11,111,41,68,2,2
Georgia,georgia,Turner,Turner County Georgia,Nonmetropolitan Counties,"8,214",9,1.0957,0,,0,3,6,52,10,37,5,0
Kentucky,kentucky,Ballard,Ballard County Kentucky,Nonmetropolitan Counties,"8,212",3,0.3653,0,0,,1,2,47,15,29,3,0
South Dakota,south dakota,Turner,Turner County South Dakota,Metropolitan Counties,"8,209",13,1.5836,0,2,,0,11,47,12,30,5,0
